,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
19107,-122.66,38.27,16.0,1523.0,308.0,477.0,315.0,2.1696,4.834920634920635,1.5142857142857142,1,0,0,0,0,75000.0
7741,-118.15,33.95,35.0,2753.0,702.0,1592.0,614.0,2.7875,4.48371335504886,2.592833876221498,1,0,0,0,0,209000.0
8469,-118.31,33.91,31.0,1415.0,339.0,874.0,289.0,3.8173,4.896193771626297,3.0242214532871974,1,0,0,0,0,177900.0
19114,-122.63,38.21,22.0,2933.0,461.0,1283.0,449.0,6.2034,6.532293986636971,2.8574610244988863,1,0,0,0,0,291100.0
1245,-122.04,39.22,27.0,1446.0,295.0,670.0,281.0,3.2625,5.145907473309609,2.3843416370106763,0,1,0,0,0,92800.0
17605,-121.89,37.3,46.0,2639.0,448.0,938.0,424.0,5.0662,6.224056603773585,2.2122641509433962,1,0,0,0,0,331600.0
4537,-118.21,34.03,47.0,876.0,228.0,872.0,231.0,2.2656,3.792207792207792,3.774891774891775,1,0,0,0,0,145000.0
4053,-118.43,34.15,26.0,2900.0,667.0,1090.0,590.0,3.7125,4.915254237288136,1.847457627118644,1,0,0,0,0,447400.0
5931,-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,6.5253,7.297966401414677,3.0592396109637487,0,1,0,0,0,349900.0
3239,-119.56,36.09,35.0,1648.0,285.0,792.0,265.0,3.2847,6.218867924528302,2.9886792452830186,0,1,0,0,0,64700.0
108,-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,4.848189415041783,2.011142061281337,0,0,0,1,0,275700.0
14798,-117.11,32.59,17.0,2020.0,534.0,1529.0,500.0,2.1773,4.04,3.058,0,0,0,0,1,143200.0
13672,-117.24,34.04,17.0,3362.0,507.0,1520.0,496.0,6.1986,6.778225806451613,3.064516129032258,0,1,0,0,0,214500.0
17933,-121.94,37.35,18.0,1922.0,561.0,1096.0,545.0,2.3713,3.526605504587156,2.0110091743119267,1,0,0,0,0,244000.0
12553,-121.47,38.55,48.0,968.0,310.0,706.0,274.0,0.9948,3.5328467153284673,2.576642335766423,0,1,0,0,0,65400.0
17478,-119.86,34.38,28.0,1062.0,309.0,1058.0,305.0,1.5071,3.481967213114754,3.4688524590163934,0,0,0,0,1,316700.0
5844,-118.33,34.2,23.0,7179.0,1985.0,4757.0,1924.0,3.1051,3.7312889812889813,2.4724532224532223,1,0,0,0,0,206500.0
19037,-121.99,38.36,35.0,2728.0,451.0,1290.0,452.0,3.2768,6.035398230088496,2.853982300884956,0,1,0,0,0,117600.0
4394,-118.28,34.08,42.0,997.0,374.0,982.0,372.0,2.9423,2.6801075268817205,2.639784946236559,1,0,0,0,0,200000.0
5873,-118.36,34.17,46.0,1268.0,240.0,661.0,239.0,4.0742,5.305439330543933,2.7656903765690375,1,0,0,0,0,229100.0
19054,-121.69,38.16,46.0,2292.0,472.0,970.0,431.0,2.2888,5.317865429234339,2.2505800464037122,0,1,0,0,0,94900.0
15145,-116.96,32.9,16.0,3047.0,495.0,1507.0,499.0,5.3008,6.1062124248497,3.0200400801603204,1,0,0,0,0,186500.0
13748,-117.14,34.06,15.0,3057.0,510.0,1154.0,460.0,3.9741,6.645652173913043,2.508695652173913,0,1,0,0,0,141100.0
16971,-122.31,37.55,45.0,507.0,140.0,305.0,139.0,2.6159,3.647482014388489,2.194244604316547,0,0,0,0,1,272900.0
4348,-118.36,34.11,35.0,3946.0,695.0,1361.0,620.0,6.5195,6.364516129032258,2.195161290322581,1,0,0,0,0,500001.0
15318,-117.36,33.2,26.0,2447.0,482.0,1405.0,486.0,3.2917,5.034979423868313,2.8909465020576133,0,0,0,0,1,150800.0
16628,-120.83,35.33,14.0,4155.0,787.0,2112.0,755.0,4.4766,5.503311258278146,2.7973509933774836,0,0,0,0,1,192700.0
14294,-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,4.778761061946903,2.7013274336283186,0,0,0,0,1,140600.0
11505,-118.11,33.75,15.0,2569.0,812.0,785.0,477.0,5.4011,5.385744234800838,1.6457023060796645,0,0,0,0,1,346400.0
13697,-117.22,34.12,34.0,2457.0,499.0,1538.0,507.0,2.809,4.846153846153846,3.0335305719921104,0,1,0,0,0,82500.0
13497,-117.33,34.15,28.0,1473.0,333.0,1196.0,312.0,1.6993,4.721153846153846,3.8333333333333335,0,1,0,0,0,67800.0
5150,-118.27,33.96,34.0,1040.0,276.0,1083.0,255.0,1.6467,4.078431372549019,4.247058823529412,1,0,0,0,0,90900.0
14170,-117.05,32.76,46.0,1887.0,359.0,795.0,358.0,3.25,5.270949720670391,2.2206703910614527,0,0,0,0,1,159600.0
11229,-117.93,33.8,29.0,1672.0,267.0,891.0,281.0,4.8611,5.950177935943061,3.170818505338078,1,0,0,0,0,231900.0
14392,-117.24,32.75,36.0,2831.0,669.0,1279.0,660.0,2.9896,4.289393939393939,1.937878787878788,0,0,0,0,1,252700.0
12019,-117.51,33.95,12.0,9016.0,1486.0,4285.0,1457.0,4.9984,6.18805765271105,2.940974605353466,0,1,0,0,0,169100.0
11343,-117.93,33.76,21.0,2884.0,662.0,2613.0,645.0,4.05,4.471317829457364,4.051162790697674,1,0,0,0,0,177900.0
973,-121.88,37.66,29.0,2702.0,680.0,1360.0,642.0,3.1127,4.2087227414330215,2.1183800623052957,0,1,0,0,0,233000.0
11227,-117.94,33.8,28.0,2914.0,489.0,1500.0,499.0,4.9429,5.839679358717435,3.006012024048096,1,0,0,0,0,254800.0
4299,-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,2.4100877192982457,3.773026315789474,1,0,0,0,0,158300.0
3653,-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,5.054945054945055,3.18021978021978,1,0,0,0,0,233700.0
5872,-118.35,34.17,42.0,1604.0,326.0,814.0,329.0,4.4408,4.875379939209727,2.474164133738602,1,0,0,0,0,216000.0
4838,-118.28,34.03,45.0,943.0,289.0,953.0,238.0,2.0673,3.96218487394958,4.004201680672269,1,0,0,0,0,151600.0
7598,-118.25,33.89,41.0,1476.0,286.0,1086.0,278.0,2.4632,5.309352517985611,3.906474820143885,1,0,0,0,0,111700.0
7377,-118.24,33.97,38.0,1657.0,467.0,2033.0,443.0,2.1429,3.740406320541761,4.589164785553048,1,0,0,0,0,118500.0
3036,-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,6.971671388101983,3.2247403210576016,0,1,0,0,0,157300.0
13535,-117.32,34.16,9.0,711.0,139.0,316.0,152.0,4.0156,4.677631578947368,2.0789473684210527,0,1,0,0,0,131000.0
3088,-118.23,35.48,17.0,2354.0,514.0,775.0,380.0,1.8369,6.1947368421052635,2.039473684210526,0,1,0,0,0,59400.0
13083,-121.37,38.56,18.0,2129.0,363.0,815.0,347.0,2.7679,6.1354466858789625,2.3487031700288186,0,1,0,0,0,118000.0
7195,-118.19,34.04,43.0,1682.0,422.0,1706.0,409.0,2.1029,4.112469437652812,4.1711491442542785,1,0,0,0,0,153300.0
9267,-120.13,36.87,32.0,2089.0,468.0,1765.0,427.0,2.234,4.892271662763466,4.133489461358314,0,1,0,0,0,61700.0
13238,-117.67,34.13,10.0,2846.0,362.0,1221.0,355.0,7.7234,8.016901408450705,3.4394366197183097,0,1,0,0,0,304100.0
7464,-118.19,33.93,42.0,1829.0,391.0,1614.0,377.0,3.1912,4.8514588859416445,4.281167108753316,1,0,0,0,0,146400.0
2825,-119.09,35.41,12.0,3449.0,522.0,1754.0,551.0,5.6235,6.259528130671506,3.1833030852994555,0,1,0,0,0,130600.0
12325,-116.36,33.88,11.0,12557.0,3098.0,2453.0,1232.0,1.7844,10.19237012987013,1.9910714285714286,0,1,0,0,0,78500.0
6330,-117.94,33.99,18.0,6100.0,1018.0,3112.0,982.0,4.9932,6.211812627291242,3.169042769857434,1,0,0,0,0,284000.0
10,-122.26,37.85,52.0,2202.0,434.0,910.0,402.0,3.2031,5.477611940298507,2.263681592039801,0,0,0,1,0,281500.0
15018,-117.03,32.78,17.0,5481.0,1618.0,2957.0,1537.0,2.5707,3.5660377358490565,1.9238776837996097,1,0,0,0,0,171300.0
5868,-118.35,34.18,46.0,2711.0,491.0,1277.0,490.0,4.282,5.53265306122449,2.6061224489795918,1,0,0,0,0,224700.0
8855,-118.38,34.07,48.0,2799.0,596.0,1235.0,561.0,4.4896,4.989304812834225,2.201426024955437,1,0,0,0,0,500001.0
1426,-122.03,38.0,25.0,3577.0,581.0,1753.0,593.0,5.7295,6.032040472175379,2.9561551433389543,0,0,0,1,0,178300.0
18604,-122.11,37.11,46.0,1993.0,404.0,850.0,327.0,5.208,6.09480122324159,2.599388379204893,0,0,0,0,1,206800.0
18363,-122.11,37.31,7.0,189.0,26.0,84.0,29.0,13.8093,6.517241379310345,2.896551724137931,1,0,0,0,0,500001.0
18508,-122.01,36.99,28.0,1321.0,240.0,652.0,239.0,4.9808,5.527196652719665,2.728033472803347,0,0,0,0,1,263100.0
4814,-118.28,34.04,39.0,1155.0,433.0,1857.0,424.0,2.1696,2.724056603773585,4.379716981132075,1,0,0,0,0,153400.0
14765,-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2.25,3.860377358490566,2.990566037735849,0,0,0,0,1,132800.0
16613,-121.14,35.55,13.0,5383.0,1070.0,1880.0,796.0,3.8019,6.7625628140703515,2.3618090452261304,0,0,0,0,1,271200.0
14925,-116.98,32.68,22.0,2346.0,380.0,1217.0,382.0,5.5248,6.141361256544503,3.1858638743455496,0,0,0,0,1,156300.0
10585,-117.82,33.72,24.0,3477.0,462.0,1593.0,484.0,6.8634,7.183884297520661,3.291322314049587,1,0,0,0,0,276500.0
2784,-118.43,37.4,19.0,2460.0,405.0,1225.0,425.0,4.1576,5.788235294117647,2.8823529411764706,0,1,0,0,0,141500.0
16092,-122.5,37.76,52.0,2018.0,422.0,1142.0,463.0,3.7083,4.3585313174946005,2.466522678185745,0,0,0,0,1,307700.0
19370,-123.0,38.33,8.0,3223.0,637.0,851.0,418.0,5.6445,7.7105263157894735,2.035885167464115,0,0,0,0,1,364800.0
8515,-118.32,33.9,36.0,1741.0,412.0,1245.0,423.0,4.1344,4.115839243498818,2.9432624113475176,1,0,0,0,0,210300.0
1344,-121.9,38.01,34.0,3779.0,766.0,2356.0,722.0,3.5129,5.234072022160665,3.263157894736842,0,1,0,0,0,110600.0
19047,-121.83,38.45,15.0,5115.0,776.0,2540.0,794.0,4.8611,6.442065491183879,3.198992443324937,0,1,0,0,0,146400.0
372,-122.16,37.75,24.0,1790.0,454.0,1137.0,386.0,2.537,4.637305699481865,2.9455958549222796,0,0,0,1,0,107900.0
909,-122.01,37.55,34.0,2791.0,495.0,1276.0,468.0,4.9167,5.963675213675214,2.7264957264957266,0,0,0,1,0,256300.0
3399,-118.32,34.26,32.0,3690.0,791.0,1804.0,715.0,4.4875,5.160839160839161,2.523076923076923,1,0,0,0,0,222700.0
496,-122.26,37.85,52.0,3618.0,768.0,1508.0,755.0,3.2619,4.792052980132451,1.9973509933774833,0,0,0,1,0,309600.0
16315,-121.32,38.01,36.0,391.0,74.0,171.0,79.0,2.7045,4.949367088607595,2.1645569620253164,0,1,0,0,0,102800.0
20348,-119.05,34.19,39.0,143.0,36.0,113.0,33.0,2.8942,4.333333333333333,3.4242424242424243,0,0,0,0,1,275000.0
17174,-122.46,37.51,23.0,949.0,151.0,399.0,149.0,5.6286,6.369127516778524,2.6778523489932886,0,0,0,0,1,411300.0
5302,-118.46,34.06,46.0,1302.0,215.0,482.0,226.0,7.0674,5.761061946902655,2.1327433628318584,1,0,0,0,0,500001.0
11626,-118.06,33.81,25.0,3497.0,513.0,1839.0,544.0,5.4216,6.428308823529412,3.380514705882353,1,0,0,0,0,263000.0
1244,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,5.63922942206655,2.859894921190893,0,1,0,0,0,72000.0
4365,-118.26,34.1,52.0,1310.0,263.0,689.0,208.0,4.0721,6.298076923076923,3.3125,1,0,0,0,0,350000.0
17227,-119.74,34.44,27.0,1251.0,282.0,503.0,283.0,2.8,4.420494699646643,1.7773851590106007,0,0,0,0,1,353000.0
1195,-121.65,39.35,24.0,1003.0,251.0,1098.0,227.0,1.7552,4.418502202643172,4.8370044052863435,0,1,0,0,0,86400.0
2990,-118.99,35.32,35.0,1576.0,405.0,870.0,282.0,1.6575,5.588652482269503,3.0851063829787235,0,1,0,0,0,59500.0
4953,-118.31,34.01,39.0,2073.0,566.0,1246.0,547.0,2.0417,3.789762340036563,2.2778793418647165,1,0,0,0,0,117100.0
1423,-122.05,38.0,16.0,1085.0,217.0,356.0,232.0,2.3462,4.676724137931035,1.5344827586206897,0,0,0,1,0,75000.0
11742,-121.15,38.91,23.0,1654.0,299.0,787.0,299.0,4.2723,5.531772575250836,2.632107023411371,0,1,0,0,0,193100.0
256,-122.21,37.77,43.0,1017.0,328.0,836.0,277.0,2.2604,3.6714801444043323,3.0180505415162453,0,0,0,1,0,100000.0
8205,-118.16,33.78,33.0,2048.0,585.0,2074.0,597.0,2.0156,3.4304857621440537,3.474036850921273,0,0,0,0,1,152700.0
17845,-121.87,37.42,19.0,12128.0,2112.0,6810.0,2040.0,6.4419,5.9450980392156865,3.338235294117647,1,0,0,0,0,264500.0
8480,-118.32,33.92,35.0,1281.0,219.0,710.0,184.0,4.8304,6.961956521739131,3.858695652173913,1,0,0,0,0,152800.0
6287,-117.9,34.04,15.0,11989.0,2185.0,6652.0,2081.0,4.5554,5.761172513214801,3.196540124939933,1,0,0,0,0,278300.0
18930,-122.14,38.07,31.0,3401.0,616.0,1750.0,602.0,4.6761,5.649501661129568,2.9069767441860463,0,0,0,1,0,143100.0
12060,-117.57,33.87,37.0,621.0,156.0,443.0,135.0,2.3333,4.6,3.2814814814814817,0,1,0,0,0,122800.0
14979,-117.0,32.71,22.0,2263.0,441.0,1395.0,416.0,3.725,5.439903846153846,3.3533653846153846,0,0,0,0,1,123500.0
16576,-121.43,37.75,41.0,1717.0,325.0,855.0,303.0,2.75,5.666666666666667,2.8217821782178216,0,1,0,0,0,127300.0
20441,-118.78,34.26,24.0,4072.0,582.0,1834.0,565.0,6.0487,7.207079646017699,3.2460176991150442,1,0,0,0,0,254500.0
12587,-121.51,38.53,34.0,1613.0,265.0,631.0,266.0,4.25,6.06390977443609,2.3721804511278197,0,1,0,0,0,191900.0
18907,-122.26,38.14,34.0,963.0,159.0,392.0,176.0,4.0156,5.471590909090909,2.227272727272727,0,0,0,1,0,134700.0
1232,-120.36,38.21,10.0,4300.0,845.0,1480.0,609.0,2.8208,7.060755336617405,2.4302134646962235,0,1,0,0,0,139900.0
16696,-120.62,35.11,18.0,2241.0,544.0,1521.0,509.0,2.0292,4.402750491159136,2.988212180746562,1,0,0,0,0,155800.0
15057,-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,6.654109589041096,3.702054794520548,1,0,0,0,0,208800.0
10867,-117.88,33.7,17.0,5122.0,1544.0,2966.0,1339.0,3.4835,3.825242718446602,2.2150858849887975,1,0,0,0,0,116700.0
7522,-118.24,33.91,40.0,972.0,240.0,761.0,225.0,1.4688,4.32,3.382222222222222,1,0,0,0,0,88200.0
9304,-122.54,38.0,28.0,3416.0,826.0,1694.0,800.0,3.18,4.27,2.1175,0,0,0,1,0,277000.0
11136,-117.95,33.85,13.0,6963.0,1426.0,3892.0,1375.0,4.1325,5.064,2.8305454545454545,1,0,0,0,0,203500.0
17851,-121.88,37.44,20.0,1351.0,372.0,1427.0,394.0,4.4712,3.4289340101522843,3.6218274111675126,1,0,0,0,0,144000.0
7880,-118.11,33.87,15.0,3254.0,598.0,1772.0,618.0,5.0417,5.26537216828479,2.867313915857605,1,0,0,0,0,240800.0
18526,-122.04,36.97,52.0,1901.0,335.0,955.0,301.0,3.8259,6.3156146179401995,3.1727574750830563,0,0,0,0,1,253100.0
5130,-118.27,33.98,39.0,2062.0,588.0,1933.0,570.0,1.3801,3.617543859649123,3.3912280701754387,1,0,0,0,0,97000.0
5912,-118.44,34.29,32.0,1260.0,382.0,1434.0,342.0,2.0286,3.6842105263157894,4.192982456140351,1,0,0,0,0,122900.0
8459,-118.35,33.9,32.0,1056.0,225.0,565.0,231.0,3.9485,4.571428571428571,2.445887445887446,1,0,0,0,0,230000.0
3923,-118.56,34.19,34.0,1237.0,242.0,671.0,221.0,3.9615,5.597285067873303,3.0361990950226243,1,0,0,0,0,183600.0
6127,-117.94,34.1,31.0,1239.0,254.0,929.0,244.0,3.3625,5.077868852459017,3.807377049180328,1,0,0,0,0,153400.0
13068,-121.3,38.58,19.0,2653.0,680.0,1419.0,579.0,2.3787,4.582037996545768,2.4507772020725387,0,1,0,0,0,91300.0
14121,-117.1,32.74,20.0,3854.0,1046.0,3555.0,966.0,1.6747,3.989648033126294,3.6801242236024843,0,0,0,0,1,100000.0
11928,-117.37,33.94,20.0,1682.0,296.0,706.0,291.0,4.0966,5.780068728522337,2.4261168384879723,0,1,0,0,0,140100.0
7819,-118.11,33.9,36.0,1347.0,278.0,748.0,278.0,5.1423,4.845323741007194,2.6906474820143886,1,0,0,0,0,183100.0
6507,-118.07,34.08,38.0,2462.0,553.0,1843.0,538.0,3.2312,4.5762081784386615,3.425650557620818,1,0,0,0,0,211900.0
20105,-120.3,37.97,17.0,3243.0,619.0,1408.0,566.0,2.474,5.729681978798586,2.487632508833922,0,1,0,0,0,120100.0
12445,-115.58,33.88,21.0,1161.0,282.0,724.0,186.0,3.1827,6.241935483870968,3.89247311827957,0,1,0,0,0,71700.0
14283,-117.12,32.71,24.0,421.0,101.0,396.0,113.0,0.6433,3.725663716814159,3.504424778761062,0,0,0,0,1,111300.0
1379,-122.07,38.0,37.0,978.0,202.0,462.0,184.0,3.625,5.315217391304348,2.510869565217391,0,0,0,1,0,156300.0
7689,-118.11,33.95,36.0,2049.0,334.0,1105.0,363.0,4.8036,5.644628099173554,3.044077134986226,1,0,0,0,0,261300.0
3688,-118.38,34.22,32.0,362.0,100.0,348.0,102.0,2.2679,3.549019607843137,3.411764705882353,1,0,0,0,0,150000.0
18578,-121.77,36.93,24.0,1943.0,447.0,1844.0,461.0,3.0192,4.214750542299349,4.0,1,0,0,0,0,184300.0
4759,-118.34,34.04,37.0,1466.0,529.0,1835.0,500.0,1.7014,2.932,3.67,1,0,0,0,0,123200.0
4512,-118.19,34.03,52.0,1053.0,246.0,1036.0,249.0,2.1071,4.228915662650603,4.160642570281125,1,0,0,0,0,136700.0
13960,-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,12.368852459016393,2.278688524590164,0,1,0,0,0,189700.0
14313,-117.13,32.7,35.0,365.0,98.0,463.0,112.0,2.5588,3.2589285714285716,4.133928571428571,0,0,0,0,1,78800.0
3790,-118.37,34.17,6.0,854.0,350.0,542.0,321.0,0.8198,2.660436137071651,1.6884735202492211,1,0,0,0,0,325000.0
8812,-118.31,33.75,36.0,2715.0,474.0,1303.0,457.0,4.6042,5.940919037199125,2.851203501094092,0,0,0,0,1,357300.0
5799,-118.24,34.13,45.0,2170.0,401.0,1043.0,394.0,5.6921,5.50761421319797,2.6472081218274113,1,0,0,0,0,269000.0
652,-122.13,37.71,44.0,1613.0,339.0,776.0,346.0,3.1103,4.661849710982659,2.2427745664739884,0,0,0,1,0,188900.0
17827,-121.88,37.37,3.0,4430.0,841.0,2559.0,801.0,6.0959,5.5305867665418225,3.194756554307116,1,0,0,0,0,272700.0
7872,-118.14,33.89,39.0,1744.0,339.0,1048.0,330.0,4.5735,5.284848484848485,3.175757575757576,1,0,0,0,0,195500.0
18780,-122.27,40.39,26.0,1833.0,422.0,939.0,408.0,1.3571,4.492647058823529,2.301470588235294,0,1,0,0,0,59000.0
20185,-119.16,34.27,24.0,1824.0,331.0,1049.0,320.0,5.9181,5.7,3.278125,0,0,0,0,1,221100.0
5328,-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,3.0386784850926674,1.6365834004834812,1,0,0,0,0,277500.0
7219,-118.16,34.02,35.0,1734.0,493.0,2053.0,508.0,2.1442,3.4133858267716537,4.041338582677166,1,0,0,0,0,149200.0
18340,-122.14,37.43,52.0,1944.0,308.0,696.0,293.0,8.2664,6.63481228668942,2.3754266211604094,0,0,0,1,0,500001.0
18490,-121.61,37.03,5.0,6529.0,1010.0,3071.0,977.0,5.6754,6.682702149437052,3.143295803480041,1,0,0,0,0,298500.0
12560,-121.46,38.54,48.0,1001.0,205.0,605.0,175.0,1.8333,5.72,3.4571428571428573,0,1,0,0,0,58200.0
6152,-117.96,34.1,30.0,2775.0,657.0,2847.0,642.0,3.2266,4.322429906542056,4.434579439252336,0,1,0,0,0,141800.0
10708,-117.71,33.61,26.0,2280.0,550.0,669.0,502.0,2.3438,4.54183266932271,1.3326693227091633,1,0,0,0,0,72300.0
18934,-122.18,38.29,18.0,1953.0,265.0,658.0,270.0,8.0113,7.233333333333333,2.437037037037037,0,0,0,1,0,393000.0
20157,-119.15,34.44,33.0,2005.0,392.0,1043.0,351.0,5.308,5.712250712250713,2.9715099715099713,1,0,0,0,0,297900.0
17657,-121.89,37.28,35.0,2418.0,375.0,988.0,374.0,6.0936,6.46524064171123,2.641711229946524,1,0,0,0,0,365400.0
14068,-117.12,32.76,23.0,2681.0,717.0,1279.0,648.0,2.1597,4.137345679012346,1.9737654320987654,0,0,0,0,1,116100.0
14395,-117.25,32.74,36.0,1240.0,310.0,577.0,319.0,2.6625,3.8871473354231973,1.8087774294670846,0,0,0,0,1,248200.0
16327,-121.34,37.98,8.0,2628.0,428.0,1158.0,393.0,5.3002,6.687022900763359,2.946564885496183,0,1,0,0,0,191700.0
18899,-122.25,38.11,52.0,2846.0,705.0,1519.0,620.0,2.1976,4.590322580645161,2.45,0,0,0,1,0,97900.0
19790,-123.53,40.88,20.0,2680.0,599.0,918.0,345.0,2.2115,7.768115942028985,2.6608695652173915,0,1,0,0,0,75000.0
2916,-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513,5.67420814479638,2.341628959276018,0,1,0,0,0,72300.0
15666,-122.45,37.81,52.0,1375.0,322.0,287.0,184.0,3.9028,7.4728260869565215,1.559782608695652,0,0,0,1,0,500001.0
1506,-122.05,37.93,5.0,4274.0,1153.0,1503.0,881.0,4.0473,4.851305334846765,1.706015891032917,0,0,0,1,0,266500.0
13196,-117.7,34.08,33.0,4674.0,791.0,2769.0,784.0,4.1448,5.961734693877551,3.5318877551020407,0,1,0,0,0,137300.0
10588,-117.77,33.69,15.0,500.0,113.0,261.0,116.0,5.0631,4.310344827586207,2.25,1,0,0,0,0,154000.0
2130,-119.71,36.8,17.0,2056.0,366.0,1259.0,367.0,3.9338,5.602179836512262,3.430517711171662,0,1,0,0,0,84700.0
12683,-121.41,38.55,14.0,2534.0,705.0,1495.0,583.0,1.9167,4.346483704974271,2.5643224699828475,0,1,0,0,0,156300.0
1648,-121.96,37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,4.482808022922636,2.3008595988538683,0,1,0,0,0,210100.0
4890,-118.25,34.02,35.0,1368.0,486.0,2239.0,461.0,1.913,2.9674620390455533,4.856832971800434,1,0,0,0,0,114300.0
730,-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4.0588,5.822274881516588,2.675355450236967,0,0,0,1,0,182800.0
6766,-118.13,34.1,24.0,4670.0,1185.0,2478.0,1107.0,3.1975,4.218608852755194,2.238482384823848,1,0,0,0,0,252400.0
15412,-117.25,33.25,6.0,6160.0,993.0,2997.0,1029.0,4.6187,5.98639455782313,2.912536443148688,1,0,0,0,0,205000.0
13700,-117.24,34.12,29.0,2654.0,667.0,1822.0,593.0,2.1563,4.475548060708263,3.072512647554806,0,1,0,0,0,72300.0
8201,-118.14,33.78,44.0,2101.0,496.0,1038.0,500.0,3.108,4.202,2.076,0,0,0,0,1,217900.0
19658,-120.86,37.52,9.0,9885.0,1871.0,5372.0,1843.0,3.4821,5.363537710255019,2.9148128052088986,0,1,0,0,0,127100.0
12393,-116.42,33.68,15.0,3895.0,782.0,900.0,529.0,2.2208,7.362948960302457,1.7013232514177694,0,1,0,0,0,138300.0
9937,-122.21,38.28,35.0,1273.0,210.0,555.0,181.0,4.4861,7.033149171270718,3.0662983425414363,0,0,0,1,0,269300.0
5221,-118.24,33.95,21.0,1260.0,342.0,1167.0,310.0,0.9708,4.064516129032258,3.764516129032258,1,0,0,0,0,107600.0
18152,-122.05,37.37,35.0,1365.0,256.0,662.0,262.0,5.6533,5.209923664122138,2.5267175572519083,1,0,0,0,0,291400.0
2709,-115.69,32.79,18.0,1564.0,340.0,1161.0,343.0,2.1792,4.559766763848397,3.3848396501457727,0,1,0,0,0,55200.0
17281,-119.73,34.42,23.0,1364.0,227.0,638.0,238.0,5.3279,5.73109243697479,2.680672268907563,0,0,0,0,1,413900.0
5902,-118.43,34.3,33.0,2443.0,498.0,1601.0,484.0,4.0223,5.047520661157025,3.3078512396694215,1,0,0,0,0,146000.0
19447,-121.04,37.69,9.0,6333.0,1355.0,3265.0,1265.0,3.0217,5.006324110671937,2.58102766798419,0,1,0,0,0,160900.0
19287,-122.77,38.39,35.0,2611.0,475.0,1293.0,463.0,2.75,5.639308855291577,2.7926565874730023,1,0,0,0,0,197500.0
15004,-117.05,32.75,29.0,2767.0,612.0,1437.0,587.0,2.8306,4.713798977853492,2.4480408858603067,0,0,0,0,1,142900.0
1543,-121.94,37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,6.759557344064386,2.8601609657947686,1,0,0,0,0,260300.0
17118,-122.14,37.5,46.0,30.0,4.0,13.0,5.0,15.0001,6.0,2.6,0,0,0,1,0,500001.0
3126,-117.79,35.21,4.0,2.0,2.0,6.0,2.0,2.375,1.0,3.0,0,1,0,0,0,137500.0
1156,-121.47,39.49,17.0,1554.0,242.0,553.0,230.0,3.2174,6.756521739130434,2.4043478260869566,0,1,0,0,0,91800.0
16751,-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,4.624678663239075,3.691516709511568,0,0,0,0,1,239900.0
5985,-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2.2813,4.512195121951219,12.130081300813009,0,1,0,0,0,125000.0
32,-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,5.737313432835821,3.062686567164179,0,0,0,1,0,110400.0
7187,-118.17,34.04,43.0,908.0,232.0,1005.0,224.0,1.75,4.053571428571429,4.486607142857143,1,0,0,0,0,134000.0
19267,-122.74,38.44,17.0,2287.0,497.0,1240.0,493.0,3.5845,4.63894523326572,2.5152129817444218,1,0,0,0,0,164300.0
18112,-122.03,37.3,22.0,3583.0,758.0,1792.0,695.0,5.4842,5.1553956834532375,2.57841726618705,1,0,0,0,0,335300.0
9779,-121.13,36.21,30.0,1484.0,414.0,1200.0,351.0,1.7548,4.227920227920228,3.4188034188034186,1,0,0,0,0,95800.0
9176,-118.54,34.38,18.0,2096.0,309.0,1044.0,328.0,6.8299,6.390243902439025,3.182926829268293,1,0,0,0,0,262100.0
17391,-120.44,34.96,30.0,1685.0,315.0,1290.0,368.0,3.4722,4.578804347826087,3.505434782608696,1,0,0,0,0,112500.0
6300,-117.98,34.04,29.0,1468.0,310.0,1390.0,276.0,3.75,5.318840579710145,5.036231884057971,1,0,0,0,0,190600.0
1610,-122.06,37.86,16.0,5187.0,1014.0,1512.0,986.0,4.4551,5.260649087221095,1.5334685598377282,0,0,0,1,0,252400.0
939,-122.04,37.53,34.0,2316.0,478.0,1524.0,467.0,3.7364,4.9593147751606,3.26338329764454,0,0,0,1,0,190400.0
